title,siglum,century,provenance,srclink,cursus,num_century
F-LA : Ms 118,F-LA Ms 118,9th century,"France, Abbaye royale de Saint-Denis",http://musmed.eu/source/11594,,9
F-LA : Ms 236,F-LA Ms 236,11th century,Reims,http://musmed.eu/source/11597,,11
F-Pm : Ms 0384,F-Pm Ms 0384,11th century,Abbaye royale de Saint-Denis,http://musmed.eu/source/15589,Monastic,11
F-Pn : Lat. 2291,F-Pn Lat. 2291,9th century,Transporté à St-Germain-des-Prés à la fin du IXe,http://musmed.eu/source/13113,,9
F-Pn : Lat. 9449,F-Pn Lat. 9449,11th century,Nevers,http://musmed.eu/source/13297,,11
"Helsinki, The National Library of Finland (Suomen Kansalliskirjasto), F.m.I.26",FIN-Hy F.m.I.26,12th century (1175-1200),,https://cantusdatabase.org/source/711225,,12
I-BGc : MA 239 (Gamma III.18),I-BGc MA 239 (Gamma III.18),11th century,Brescia,http://musmed.eu/source/8805,,11
PL-Kl RL 1 Graduał wiślicki,PL-Kl RL 1,14th century,Wiślica,https://cantusplanus.pl/source/13732,,14
SK-BRsa (Bratislava) Slovenský národný archív - Graduale Nitriensis,SK-BRsa SNA 67,16th century,Slovakia - Nitra,https://cantus.sk/source/6776,,16
US-Baw : W.11,US-Baw W.11,11th century,Ravenne diocèse,http://musmed.eu/source/8646,,11
D-KNd : Ms 0081,D-KNd Ms 0081,11th century,Bas-Rhin/Allemagne ?,http://musmed.eu/source/11443,,11
D-Sl : Cod.Don.653,D-Sl Cod.Don.653,12th century,Ottobeuren,http://musmed.eu/source/14405,,12
E-Bbc (Barcelona) M 1408-13,E-Bbc M 1408-13,12th century,Provincia de Lleida,https://musicahispanica.eu/source/111047,,12
E-PAMan (Pamplona) Partitura n. 201,E-PAMan Partitura n. 201,13th century,,https://musicahispanica.eu/source/127480,,13
E-PAMan (Pamplona) Partitura n. 203,E-PAMan Partitura n. 203,13th century,,https://musicahispanica.eu/source/127488,,13
SK-BBa (Banská Bystrica) BREVIARIUM  VARIA / 51,SK-BBa (Banská Bystrica) BREVIARIUM VARIA / 51,14th century,Slovakia / medieval Hungary,https://cantus.sk/source/32187,,14
SK-BRu (Bratislava) Ms 1316,SK-BRu Ms1316,13th century,Central Europe,https://cantus.sk/source/5610,,13
SK-MO (Modra) Magistrát mesta Sv. Jur 5421 Waisenrechnungen 1637-1638,SK-MO Jur 5421,15th century,Slovakia,https://cantus.sk/source/200,,15
P-G (Guimarães) Arquivo Municipal Alfredo Pimenta P 627,P-G P 627,12th - 13th cent.,,https://pemdatabase.eu/source/80304,Secular,12
SK-BSa (Banská Štiavnica) Spitalls Raittung der Gemeiner Stadt Schemnitz 1600-1601 (sine Sign.),SK-BSa 1600-1601,14th century,Slovakia,https://cantus.sk/source/125,,14
E-SUe (Seo de Urgel) Fragmento 182.7,E-SUe Fragmento 182.7,12th century,,https://musicahispanica.eu/source/111472,,12
PL-Wn 12497 IV Graduale cisterciense,PL-Wn Rps 12497 IV,,"Cistercian, Silesia",https://cantusplanus.pl/source/35981,,
SK-KO (Košice) Antiphonarium H III/2 mac 16,SK-KO (Košice) H III/2 mac 16,15th century,Slovakia (medieval Hungary) Premonstratensians,https://cantus.sk/source/30730,,15
"P-BRad (Braga) Arquivo Distrital Pasta de fragmentos, 091 (olim Caixa 284, nº 7)",P-BRad Pasta 091,12th - 13th century,,https://pemdatabase.eu/source/47062,,12
P-BRam (Braga) Arquivo Municipal Nº 005 Códices,P-BRam Nº 005 Códices,12th - 13th cent.,,https://pemdatabase.eu/source/80199,unknown,12
"SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 8 ANTIPHONARIUM Sign. K0000/08022, HK 08022",SK-BEt K0000/08022,15th century,Central Europe,https://cantus.sk/source/29074,,15
F-Pn (París) NAL 2199,F-Pn NAL 2199,10th century,"Preserved for long at Santo Domingo de Silos, as a flyleaves, but there is no indication of the place where it was copied (see Description"" above)""",https://musicahispanica.eu/source/20195,cathedral,10
A-KN Fragm. 005 Antiphonarium,A-KN Fragm. 5,12th century,Klosterneuburg,https://austriamanus.org/source/8,,12
D-Sl : Cod.theol.et.phil.fol.202,D-Sl Cod.theol.et.phil.fol.202,9th century,Sud de l'Allemagne,http://musmed.eu/source/14455,,9
A-KN Fragm. 007 Antiphonarium,A-KN Fragm. 7,12th century,Klosterneuburg,https://austriamanus.org/source/10,,12
CZ-OLu (Olomouc) M III 6,CZ-OLu M III 6,15th century,Moravia,https://cantusbohemiae.cz/source/11616,,15
SK-KE (Kežmarok) Antiphonarium 10727,SK-KE (Kežmarok) sign. 10727,15th century,Hungary (Spiš region),https://cantus.sk/source/31672,,15
P-Ln (Lisboa) Biblioteca Nacional de Portugal L.C. 243,P-Ln L.C. 243,16th century (first half),,https://pemdatabase.eu/source/103552,,16
SK-BRnm (Bratislava) MUS I 11,SK-BRnm MUS I 11,14th century,Slovakia,https://cantus.sk/source/211,,14
A-KN CCl 0865 Antiphonarium (Fragm.),A-KN CCl 0865,12th century,Austria/Germany,https://austriamanus.org/source/5604,,12
SK-TN (Trenčín) ZH-A Sine num.sig. (22),SK-TN ZH-A Sine num.sig. (22),15th century,Slovakia/Central Europe (?),https://cantus.sk/source/28834,,15
SK-BRnm (Bratislava) Slovenské národné múzeum - Hudobné múzeum Graduale,SK-BRnm MUS I 78,15th century,Moravia,https://cantus.sk/source/19263,,15
"New York City (NY), Butler Library - Rare Book and Manuscript Library, Western MS 097",US-NYcub Western MS 097,13th century (1275-1300),Dominican,https://cantusdatabase.org/source/706333,Secular,13
US-PHf : Lewis E 158,US-PHf Lewis E 158,13th century,"France, Paris",http://musmed.eu/source/98182,,13
E-PAMan (Pamplona) Partitura n. 302,E-PAMan Partitura n. 302,16th century,,https://musicahispanica.eu/source/128271,,16
E-PAMan (Pamplona) Partitura n. 304,E-PAMan Partitura n. 304,16th century,,https://musicahispanica.eu/source/128278,,16
E-Tc (Toledo) 74-7,E-Tc 74-7,16th century,,https://musicahispanica.eu/source/124670,,16
F-AI : Ms 0048,F-AI Ms 0048,11th century,Albi Cathédrale Sainte Cécile,http://musmed.eu/source/8388,,11
E-PAMan (Pamplona) Partitura n. 138,E-PAMan Partitura n. 138,12th century,,https://musicahispanica.eu/source/126846,,12
A-KN CCl 0022 Antiphonarium (Fragm.),A-KN CCl. 22,14th century,Klosterneuburg,https://austriamanus.org/source/3876,,14
SK-KO (Košice) Breviarium Fragm. MUSIC c,SK-KO (Košice) Fragm. MUSIC c,14th century,medieval Hungary (Spiš),https://cantus.sk/source/31279,,14
D-Mbs : Clm 00052,D-Mbs Clm 00052,9th century,Regensburg,http://musmed.eu/source/12104,,9
P-G (Guimarães) Arquivo Municipal Alfredo Pimenta N 022,P-G N 022,13th cent.,,https://pemdatabase.eu/source/80637,,13
SK-TN (Trenčín) MMTN – Kn/I-16,SK-TN MMTN – Kn/I-16,15th century,Moravia/ Slovakia: Nové Mesto nad Váhom (?),https://cantus.sk/source/28782,,15
E-PAMan (Pamplona) partitura n. 18 olim 1/19,E-PAMan partitura n. 18 olim 1/19,13th century,,https://musicahispanica.eu/source/94922,,13
SK-BJ (Bardejov) Antiphonarium MMBJ 1814,SK-BJ (Bardejov) MMBJ 1814,16th century,Hungary,https://cantus.sk/source/29807,,16
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 630, 1626",SK-BSa 630,15th century,Slovakia,https://cantus.sk/source/101,,15
E-PAMan (Pamplona) partitura n. 74 olim 4/2,E-PAMan partitura n. 74 olim 4/2,13th century,,https://musicahispanica.eu/source/97319,,13
"P-LOam (Loulé) Arquivo Municipal de Loulé Atas de Vereação, liv. 059","P-LOam Atas de Vereação, liv. 059",[c. 1400],,https://pemdatabase.eu/source/82701,Secular,15
D-Sl : HB VII 037,D-Sl HB VII 037,10th century,Constance ?,http://musmed.eu/source/14470,,10
SK-BRnm (Bratislava) D.2/2005,SK-BRnm D 2 2005,15th century,Slovakia,https://cantus.sk/source/219,,15
E-PAMan (Pamplona) Partitura n. 20 olim 2/1,E-PAMan Partitura n. 20 olim 2/1,12th century,,https://musicahispanica.eu/source/95175,,12
A-KN Fragm. 038 Antiphonarium,A-KN Fragm. 38,14th century,France,https://austriamanus.org/source/41,,14
SK-MO (Modra) Magistrát mesta Sv. Jur 5991 Inventar des Stadtweins 1612-1644,SK-MO Jur 5991,15th century,Slovakia,https://cantus.sk/source/201,,15
"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0220",CDN-Mrb MS Medieval 0220,16th century,Spain,https://cantusdatabase.org/source/693748,,16
SK-KO (Košice) Antiphonarium H III/2 ar 5,SK-KO (Košice) H III/2 ar 5,15th century,Slovakia (medieval Hungary) Premonstratensians,https://cantus.sk/source/30725,,15
A-KN Fragm. 017,A-KN Fragm. 17,13th century,Austria/Germany,https://austriamanus.org/source/20,,13
"Princeton, Princeton University Library, 67.4",US-PRu 67.4,17th century,Toledo,https://cantusdatabase.org/source/1000050,,17
SK-Bra (Bratislava) EC Lad.1/22,SK-Bra ECLad.1/22,15th century,Central Europe,https://cantus.sk/source/10954,,15
CH-SGs : Cod 378,CH-SGs Cod 378,11th century,St Gallen,http://musmed.eu/source/14289,,11
CH-SGs : Cod 380,CH-SGs Cod 380,11th century,St Gallen,http://musmed.eu/source/14290,,11
D-TRp : Hs 187,D-TRp Hs 187,12th century,"Arrivé à bibliothèque de l'évêché de Trêve en 1921 , provenant de la succession de l'évêque Korum",http://musmed.eu/source/14562,,12
F-Pn : Lat. 18010,F-Pn Lat. 18010,11th century,Abbaye Saint-Corneille de Compiègne,http://musmed.eu/source/13514,,11
F-RS : Ms 0264,F-RS Ms 0264,13th century,Reims St Thierry,http://musmed.eu/source/14067,,13
F-SEm : Ms 018,F-SEm Ms 018,13th century,Abbaye Sainte-Colombe de Saint-Denis-lès-Sens (?) ou Abbaye Saint-Pierre-le-Vif de Sens (?),http://musmed.eu/source/20281,,13
F-Togs : Ms 001,F-Togs Ms 001,11th century,"France, Tours, collégiale Saint-Martin de Tours",http://musmed.eu/source/103078,,11
E-PAMan (Pamplona) partitura n. 101,E-PAMan partitura n. 101,11th century,,https://musicahispanica.eu/source/97908,,11
SK-MO (Modra) Magistrát mesta Modry 4925 Rechnungen des Kirchenvaters 1610-1615,SK-MO 4925,15th century,Slovakia,https://cantus.sk/source/178,,15
E-PAMan (Pamplona) Partitura n. 162,E-PAMan Partitura n. 162,14th century,,https://musicahispanica.eu/source/127119,,14
"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0216",CDN-Mrb MS Medieval 0216,15th century,,https://cantusdatabase.org/source/693727,,15
E-PAMan (Pamplona) Partitura n. 130,E-PAMan Partitura n. 130,12th century,,https://musicahispanica.eu/source/126760,,12
SK-BRsa Antiphonarium Scepusiense sine Sign. Anni 1560,SK-BRsa Spis 1560,15th century,Slovakia - Spišská Kapitula,https://cantus.sk/source/13706,,15
D-KNd : Ms 0030,D-KNd Ms 0030,11th century,Abbaye d'Amorbach,http://musmed.eu/source/11434,,11
SK-KRE (Kremnica) Antiphonarium Haubt Raittung Gemainer Stadt 1621,SK-KRE Haubt Raittung Gemainer Stadt 1621,15th century,medieval Hungary/Buda,https://cantus.sk/source/32053,,15
E-PAMan (Pamplona) Partitura n. 139,E-PAMan Partitura n. 139,13th century,,https://musicahispanica.eu/source/126859,,13
SK-Bra (Bratislava) EC Lad.2/47,SK-Bra ECLad.2/47,15th century,Slovakia,https://cantus.sk/source/10964,,15
"SK-KRE (Kremnica) Antiphonarium Tom. 1, Fons 36, Fasc. 14, Nro. 672, 1594","SK-KRE Tom. 1, Fons 36, Fasc. 14, Nro. 672, 1594",15th century,Bohemia,https://cantus.sk/source/32485,,15
F-ME : Ms 732 bis (Pièce 02),F-ME Ms 732 bis (Pièce 02),13th century,Est de la France,http://musmed.eu/source/21673,Romanum,13
"P-BRad (Braga) Arquivo Distrital Pasta de fragmentos, 081 (olim Caixa 245, nº 13)",P-BRad Pasta 081,13th century (1st half),,https://pemdatabase.eu/source/47056,,13
SK-Bra (Bratislava) Antiphonary of Bratislava IIb EC Lad.4,SK-Bra IIb EC Lad.4,15th century,Bratislava,https://cantus.sk/source/13551,,15
SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Manus. 86,SK-BRsa Manus.86,14th century,Slovakia / Hungary,https://cantus.sk/source/13891,,14
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 1063 (85) + MM 1063 (50) + MM 1063 (84),P-Cug MM 1063 (85) + MM 1063 (50) + MM 1063 (84),early 16th century,,https://pemdatabase.eu/source/119050,,16
E-PAMan (Pamplona) Partitura n. 109,E-PAMan Partitura n. 109,12th century,,https://musicahispanica.eu/source/126470,,12
P-VV (Vila Viçosa) Biblioteca do Palácio Real A.M. D-002,P-VV A.M. D-002,17th century,,https://pemdatabase.eu/source/82918,Secular,17
E-PAMan (Pamplona) partitura n. 21 olim 2/2,E-PAMan partitura n. 21 olim 2/2,12th century,,https://musicahispanica.eu/source/95186,,12
E-Mh (Madrid) 3/487,E-Mh 3/487,16th century,Toledo,https://musicahispanica.eu/source/130128,Monastic,16
E-Mn (Madrid) ms. 17864 (Breviario de Calahorra),E-Mn ms. 17864 (Breviario de Calahorra),15th century,Calahorra,https://musicahispanica.eu/source/124223,,15
E-SI (Santo Domingo de Silos) Officia propria regula abbatiae Sancti Dominici de Silos O.S.B.,E-SI Officia propria regula abbatiae Sancti Dominici de Silos O.S.B.,,Roma,https://musicahispanica.eu/source/125112,,
E-Tc (Toledo) 74-11,E-Tc 74-11,16th century,Córdoba,https://musicahispanica.eu/source/124592,,16
"PL-Kk 48 Antyfonarz z Katedry Wawelskiej, de sanctis, pars hiemalis",PL-Kk ms. 48,15th century,Kraków,https://cantusplanus.pl/source/13734,,15
E-SI (Santo Domingo de Silos) liturgia monástica de las horas - Vísperas,E-SI liturgia monástica de las horas,,Abadía de Santo Domingo de Silos,https://musicahispanica.eu/source/120146,,
"Kitchener, Private collections, D:0uhiz",Cantus D:0uhiz,,,https://cantusdatabase.org/source/698806,,
E-PAMan (Pamplona) Partitura n. 127,E-PAMan Partitura n. 127,12th century,,https://musicahispanica.eu/source/126725,,12
E-PAMan (Pamplona) Partitura n. 178,E-PAMan Partitura n. 178,14th century,,https://musicahispanica.eu/source/127264,,14
P-G (Guimarães) Arquivo Municipal Alfredo Pimenta N 060,P-G N 060,"13th cent., second half",,https://pemdatabase.eu/source/67190,Secular,13
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 1063 (21) + MM 1063 (23),P-Cug MM 1063 (21) + MM 1063 (23),15th cent.,,https://pemdatabase.eu/source/119510,unknown,15
P-G (Guimarães) Arquivo Municipal Alfredo Pimenta P-G N 084,P-G N 084,13th cent.,,https://pemdatabase.eu/source/80907,Secular,13
V-CVbav : Reg.lat.0338,V-CVbav Reg.lat.0338,10th century,Nord de la France ou Angleterre,http://musmed.eu/source/96114,,10
E-PAMan (Pamplona) Partitura n. 107,E-PAMan Partitura n. 107,12th century,,https://musicahispanica.eu/source/126441,,12
E-PAMan (Pamplona) Partitura n. 252,E-PAMan Partitura n. 252,15th century,,https://musicahispanica.eu/source/127963,,15
SK-KO (Košice) Antiphonarium H III/2 mac 14,SK-KO (Košice) H III/2 mac 14,15th century,Slovakia (medieval Hungary) Premonstratensians,https://cantus.sk/source/30729,,15
P-SAscm (Santarém) Santa Casa da Misericórdia Frag. 003,P-SAscm Frag. 003,13th century,,https://pemdatabase.eu/source/48639,Secular,13
E-PAMan (Pamplona) Partitura n. 206,E-PAMan Partitura n. 206,13th century,,https://musicahispanica.eu/source/126880,,13
E-PAMan (Pamplona) partitura n. 56 olim 3/27,E-PAMan partitura n. 56 olim 3/27,12th century,,https://musicahispanica.eu/source/96922,,12
F-Pn (Paris) NAL 2171,F-Pn NAL 2171,11th century,Abadía de Santo Domingo de Silos,https://musicahispanica.eu/source/93266,,11
E-PAMan (Pamplona) Partitura n. 169,E-PAMan Partitura n. 169,14th century,,https://musicahispanica.eu/source/127178,,14
E-PAMan (Pamplona) Partitura n. 222,E-PAMan Partitura n. 222,13th century,,https://musicahispanica.eu/source/127697,,13
SK-BBa (Banská Bystrica) BREVIARIUM (1598-1600),SK-BBa (Banská Bystrica) Prot. praet. 1598-1600/32,15th century,Slovakia / Bohemia / Moravia,https://cantus.sk/source/32098,,15
SK-KO (Košice) Antiphonarium H III/2 mac 22,SK-KO (Košice) H III/2 mac 22,14th century,cursus monasticus (Dominicans?),https://cantus.sk/source/31054,,14
E-PAMan (Pamplona) Partitura n. 211,E-PAMan Partitura n. 211,14th century,,https://musicahispanica.eu/source/127538,,14
E-PAMan (Pamplona) partitura n. 05 olim 1/6,E-PAMan partitura n. 5 olim 1/6,12th century,,https://musicahispanica.eu/source/94554,,12
V-CVbav : Barb.lat.0631,V-CVbav Barb.lat.0631,11th century,"Italie, Montecassino",http://musmed.eu/source/14761,,11
E-PAMan (Pamplona) partitura n. 10 olim 1/11,E-PAMan partitura n. 10 olim 1/11,12th century,,https://musicahispanica.eu/source/94783,cathedral,12
F-CHRm : Ms 0152 (105),F-CHRm Ms 0152 (105),10th century,"Chartres, Abbaye Saint-Père",http://musmed.eu/source/9358,,10
"P-EVp (Évora) Biblioteca Pública Pasta 3, doc. 027","P-EVp Pasta 3, doc. 027",mid 13th century ,,https://pemdatabase.eu/source/107701,unknown,13
E-PAMan (Pamplona) Partitura n. 156,E-PAMan Partitura n. 156,15th century,,https://musicahispanica.eu/source/127068,,15
E-PAMan (Pamplona) Partitura n. 102,E-PAMan Partitura n. 102,12th century,,https://musicahispanica.eu/source/126364,,12
P-G (Guimarães) Arquivo Municipal Alfredo Pimenta P 844,P-G P 844,13th century,,https://pemdatabase.eu/source/131344,,13
SK-BSa (Banská Štiavnica) Protocollum No.inv.58/?/ 156/?/,SK-BSa 582 /?/,14th century,Slovakia,https://cantus.sk/source/81,,14
"SK-Bra (Bratislava) Štátny archív v Bratislave - EC Lad. 6, Varia Antiphonarium",SK-Bra ECLad.6 A,15th century,Bratislava,https://cantus.sk/source/17590,,15
A-KN Fragm. 001 Antiphonarium,A-KN Fragm. 1,12th century,Austria,https://austriamanus.org/source/4,,12
V-CVbav : Pal.lat.0482,V-CVbav Pal.lat.0482,11th century,Allemagne,http://musmed.eu/source/14832,,11
P-Cua (Coimbra) Arquivo Distrital e da Universidade IV-3ª Gav. 44 (07),P-Cua IV-3ª Gav. 44 (07),15th cent.,,https://pemdatabase.eu/source/96919,unknown,15
E-PAMan (Pamplona) partitura n. 68 olim 5/5,E-PAMan partitura n. 68 olim 5/5,13th century,,https://musicahispanica.eu/source/97189,cathedral,13
SK-BJ (Bardejov) Breviarium MMBJ 1792,SK-BJ (Bardejov) MMBJ 1792,14th century,Hungary,https://cantus.sk/source/29811,,14
"SK-KRE (Kremnica) Antiphonarium Tom. 1, Fons 14, Fasc. 7, Nro. 319, 1576","SK-KRE Tom. 1, Fons 14, Fasc. 7, Nro. 319, 1576",15th century,Bohemia,https://cantus.sk/source/32325,,15
Cantoral de Anchuelo,"Cantoral Anchuelo, Iglesia de Santa María Magdalena, cantoral 1",,,https://musicahispanica.eu/source/124999,,
E-Mn MPCANT/51,E-Mn MPCANT/51,18th century,,https://musicahispanica.eu/source/125020,,18
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 1063 (27) + MM 1063 (11),P-Cug MM 1063 (27) + MM 1063 (11),13th cent.,,https://pemdatabase.eu/source/119438,unknown,13
SK-BRsa Antiphonarium Scepusiense Protoc. X Anni 1583-1585,SK-BRsa Spis 1583,15th century,Slovakia - Spišská Kapitula,https://cantus.sk/source/13835,,15
SK-BRsa Antiphonarium Scepusiense Protocol II,SK-BRsa Spis II,15th century,Slovakia - Spišská Kapitula,https://cantus.sk/source/13839,,15
A-KN Fragm. 018 Graduale,A-KN Fragm. 18,15th century,Klosterneuburg,https://austriamanus.org/source/21,,15
D-Mbs : Clm 14615,D-Mbs Clm 14615,11th century,"München, Germany",http://musmed.eu/source/12286,,11
GB-Ccc : Ms 473,GB-Ccc Ms 473,11th century,Winchester,http://musmed.eu/source/9130,,11
E-PAMan (Pamplona) partitura n. 60 olim 4/4,E-PAMan partitura n. 60 olim 4/4,13th century,,https://musicahispanica.eu/source/97014,,13
A-KN Fragm. 113 Graduale,A-KN Fragm. 113,14th century,Austria,https://austriamanus.org/source/51,,14
"SK-BSa (Banská Štiavnica) Protocollum No.inv.269 16 MMBŠ 16K12 1587-1591, škatuľa 5",SK-BSa 269,14th century,Slovakia,https://cantus.sk/source/58,,14
E-PAMan (Pamplona) Partitura n. 134,E-PAMan Partitura n. 134,13th century,,https://musicahispanica.eu/source/126820,,13
E-PAMan (Pamplona) Partitura n. 146,E-PAMan Partitura n. 146,14th century,,https://musicahispanica.eu/source/126963,,14
E-PAMan (Pamplona) Partitura n. 174,E-PAMan Partitura n. 174,13th century,,https://musicahispanica.eu/source/127207,,13
SK-Lap (Levoča) Antiphonarium MMLE XXI/76,SK-Lap (Levoča) MMLE XXI/76,16th century,Hungary,https://cantus.sk/source/29834,,16
"P-LOam (Loulé) Arquivo Municipal de Loulé Atas de Vereação, liv. 037","P-LOam Atas de Vereação, liv. 037",16th century,,https://pemdatabase.eu/source/82676,,16
"SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 14 BREVIARIUM Sign. K0000/11931, HK 11931/I",SK-BEt K0000/11931,14th century,OCist,https://cantus.sk/source/29080,,14
CZ-Pu 59 R 5131,CZ-Pu 59 R 5131,15th century,,https://hymnologica.cz/source/10740,,15
CH-SGs : Cod 382,CH-SGs Cod 382,11th century,St Gallen,http://musmed.eu/source/14292,,11
SK-KE (Kežmarok) Antiphonarium 1189,SK-KE (Kežmarok) sign. 1189,15th century,Hungary (Spiš region),https://cantus.sk/source/31659,,15
E-PAMan (Pamplona) Partitura n. 269,E-PAMan Partitura n. 269,16th century,,https://musicahispanica.eu/source/128071,,16
"SK-KRE (Kremnica) Antiphonarium Tom. 1, Fons 36, Fasc. 11, Nro. 570–571, 1582","SK-KRE Tom. 1, Fons 36, Fasc. 11, Nro. 570–571, 1582",15th century,OSA?,https://cantus.sk/source/32477,,15
